CLS00002	0.0007514494363781125
CLS00003	0.0039127764737628586
CLS00004	0.0014147385816838168
CLS00005	0.0027257856381585474
CLS00006	0.0012429013818334989
CLS00007	0.005248365918366881
CLS00013	0.011870630863038476
CLS00014	0.00827269833662607
CLS00022	0.006449253043627834
CLS00023	0.0032866150210238256
CLS00024	0.007924154899434977
CLS00025	0.0016328682181260142
CLS00026	0.0006414396185052601
CLS00027	0.006154522661497209
CLS00029	0.012525657353523737
CLS00030	0.00033085447442427683
CLS00031	0.000846326212179562
CLS00032	0.00021602787456447638
CLS00033	0.004015966170299897
CLS00034	0.0029434032221460358
CLS00035	0.003718048396537903
CLS00036	0.006713060210403325
CLS00037	0.0038761877740018107
CLS00038	0.005735931640115667
CLS00042	0.00321251425860728
CLS00043	0.002671147069899628
CLS00044	0.012162995023290329
CLS00045	0.01727349341124561
CLS00046	0.005585898439203068
CLS00047	0.0008044493077746819
CLS00048	0.0025687923406272047
CLS00049	0.0047129514978705
CLS00050	0.0025852690183598343
CLS00051	0.001317437717226608
CLS00053	0.00710678444940429
CLS00054	0.0025199876759267525
CLS00055	0.0036250819010511283
CLS00056	0.000741952541476232
CLS00057	0.0009121686791376732
CLS00058	0.000708282984706192
CLS00059	0.005841087720782214
CLS00061	0.002721026185431871
CLS00062	0.003750921522652167
CLS00063	0.021289377388381214
CLS00065	0.0006771415423052682
CLS00067	0.0039028637988020995
CLS00068	0.001104487140642911
CLS00069	0.0015581957509940533
CLS00070	0.004181995695600733
CLS00071	0.002702845770366513
CLS00072	0.00710894688826258
CLS00073	0.0041012668337420104
CLS00074	0.0008012497480346274
CLS00076	0.013452380952402358
CLS00077	0.00408885993212876
CLS00079	0.0043266286559001535
CLS00080	0.002039368250877281
CLS00084	0.0009290207640285799
CLS00085	0.005451888787840413
CLS00099	0.004083837673832256
CLS00100	0.006612929802901143
CLS00101	0.0017202063915281677
CLS00102	0.0036585713039993147
CLS00104	0.0011396017001232739
CLS00107	0.006007088835148634
CLS00108	0.007242385337406074
CLS00109	0.027208258787523226
CLS00111	0.006424195405712174
CLS00112	0.005531782826678787
CLS00113	0.012048125035146642
CLS00122	0.005735539344197012
CLS00124	0.005982090906837377
CLS00126	0.0046089158131901444
CLS00128	0.003851302988885845
CLS00130	0.007505270265855724
